Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Visibility_MeanRatio,Item_Type_Combined,Outlet_Years
FDB08,6.055,Low Fat,0.054457963,Fruits and Vegetables,158.8578,OUT019,1985,Small,Tier 1,Grocery Store,1.0797420543747838,Food,28
FDA40,16.0,Regular,0.098790484,Frozen Foods,85.8856,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.918320069541465,Food,28
FDL14,8.115,Regular,0.032289868,Canned,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8915912755297107,Food,4
FDB47,8.8,Low Fat,0.07142938900000001,Snack Foods,207.4612,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9113964627154127,Food,16
FDO03,10.395,Regular,0.036876003,Meat,228.3352,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8637087285728199,Food,9
DRK13,11.800000000000002,Low Fat,0.201643565,Soft Drinks,197.7084,OUT019,1985,Small,Tier 1,Grocery Store,1.2906067300654813,Drinks,28
FDX13,7.725,Low Fat,0.079978878,Canned,248.3092,OUT010,1998,Small,Tier 3,Grocery Store,1.230612004840662,Food,15
FDF52,9.3,Low Fat,0.06678329200000001,Frozen Foods,183.0292,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0,Food,16
FDT11,5.94,Regular,0.029347923999999997,Breads,188.4556,OUT013,1987,High,Tier 3,Supermarket Type1,0.840763468663929,Food,26
FDB08,6.055,Low Fat,0.06568385968808309,Fruits and Vegetables,160.1578,OUT013,1987,High,Tier 3,Supermarket Type1,1.3023187370940752,Food,26
FDQ28,14.0,Regular,0.06568385968808309,Frozen Foods,155.6656,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8678533630581996,Food,4
FDD29,12.15,Low Fat,0.018447852,Frozen Foods,252.6698,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0,Food,11
NCQ29,12.0,Non-Edible,0.103725396,Health and Hygiene,261.7278,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9075659901921076,Non-Consumable,28
NCO02,11.15,Non-Edible,0.073307104,Others,65.2142,OUT013,1987,High,Tier 3,Supermarket Type1,0.7993260026819204,Non-Consumable,26
FDR56,15.5,Regular,0.168661356,Fruits and Vegetables,195.8768,OUT010,1998,Small,Tier 3,Grocery Store,1.4747607585402545,Food,15
NCM54,17.7,Non-Edible,0.051018257000000004,Household,125.2678,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8384728178649717,Non-Consumable,14
FDP51,13.85,Regular,0.085258864,Meat,116.8124,OUT035,2004,Small,Tier 2,Supermarket Type1,0.999248777824581,Food,9
FDT38,18.7,Low Fat,0.057489563,Dairy,84.7566,OUT013,1987,High,Tier 3,Supermarket Type1,0.9992092647234316,Food,26
FDZ20,16.1,Low Fat,0.034446713999999996,Fruits and Vegetables,253.3356,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.7289247231006832,Food,4
FDJ53,10.5,Low Fat,0.071198613,Frozen Foods,120.6098,OUT013,1987,High,Tier 3,Supermarket Type1,0.736596595688374,Food,26
FDX13,7.725,Low Fat,0.047857249000000004,Canned,249.2092,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.7363657331883146,Food,14
FDP58,11.1,Low Fat,0.135116764,Snack Foods,220.4482,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9998523835629436,Food,9
NCK31,10.894999999999998,Non-Edible,0.047357160999999995,Others,51.9666,OUT019,1985,Small,Tier 1,Grocery Store,1.4533695289870538,Non-Consumable,28
FDA35,14.85,Regular,0.054056872,Baking Goods,123.2072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.002799937326015,Food,4
FDV37,13.0,Regular,0.083854075,Canned,198.7426,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0008275691835233,Food,4
NCO07,9.06,Non-Edible,0.009728926,Others,213.65599999999998,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.994795266018703,Non-Consumable,28
FDA20,6.78,Low Fat,0.066756194,Fruits and Vegetables,187.324,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0010129836281936,Food,11
FDZ59,6.63,Regular,0.104001913,Baking Goods,168.45,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9979409330922011,Food,9
NCY17,18.2,Non-Edible,0.164018678,Health and Hygiene,44.9086,OUT017,2007,Small,Tier 2,Supermarket Type1,1.1804800897417738,Non-Consumable,6
FDQ28,14.0,Regular,0.060415635999999995,Frozen Foods,153.1656,OUT035,2004,Small,Tier 2,Supermarket Type1,0.7982465271207664,Food,9
FDV35,19.5,Low Fat,0.128931187,Breads,154.6314,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8740459542028568,Food,6
FDQ36,7.855,Regular,0.161413005,Baking Goods,35.2848,OUT013,1987,High,Tier 3,Supermarket Type1,1.002010890589739,Food,26
FDD34,7.945,Low Fat,0.01594096,Snack Foods,163.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.004330984792232,Food,4
FDK51,19.85,Low Fat,0.06568385968808309,Dairy,265.0884,OUT045,2002,Small,Tier 2,Supermarket Type1,1.851805902306652,Food,11
FDV31,9.8,Low Fat,0.10669714300000001,Fruits and Vegetables,175.637,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9991670825057951,Food,9
FDR04,7.075,Low Fat,0.022562707999999997,Frozen Foods,95.9068,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0,Food,9
FDR14,11.65,Low Fat,0.174319632,Dairy,55.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8814544140183053,Food,14
DRC36,13.0,Regular,0.075295456,Soft Drinks,174.4054,OUT010,1998,Small,Tier 3,Grocery Store,1.3010814180423218,Drinks,15
FDE39,7.889999999999999,Low Fat,0.063266852,Dairy,120.6782,OUT019,1985,Small,Tier 1,Grocery Store,1.5801104330547193,Food,28
FDP57,17.5,Low Fat,0.052525654000000005,Snack Foods,104.399,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8579224245740616,Food,14
FDE57,9.6,Low Fat,0.036285125,Fruits and Vegetables,141.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,0.998524041526514,Food,16
NCN18,8.895,Non-Edible,0.12471467,Household,111.4544,OUT046,1997,Small,Tier 1,Supermarket Type1,1.1846799603834708,Non-Consumable,16
NCQ05,11.395,Non-Edible,0.021694101,Health and Hygiene,150.0708,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0020326470637957,Non-Consumable,4
FDW47,15.0,Low Fat,0.046366458,Breads,119.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9986379246106998,Food,9
FDV46,18.2,Low Fat,0.012605492,Snack Foods,137.81799999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,0.41631515798822327,Food,9
NCP29,8.42,Non-Edible,0.11249869900000001,Health and Hygiene,62.8168,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8006715056917798,Non-Consumable,11
FDE09,8.775,Low Fat,0.021691386,Fruits and Vegetables,110.5228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0023277748406076,Food,4
NCU06,17.6,Non-Edible,0.074046742,Household,229.801,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.994944540278339,Non-Consumable,28
FDT19,7.59,Regular,0.242768664,Fruits and Vegetables,173.708,OUT010,1998,Small,Tier 3,Grocery Store,1.4239388960569346,Food,15
DRF15,18.35,Low Fat,0.033401862000000004,Dairy,152.234,OUT017,2007,Small,Tier 2,Supermarket Type1,0.9035543820823794,Drinks,6
DRI51,17.25,Low Fat,0.042206477,Dairy,170.2764,OUT013,1987,High,Tier 3,Supermarket Type1,0.9989272252842917,Drinks,26
NCX54,9.195,Non-Edible,0.048019877,Household,104.2622,OUT013,1987,High,Tier 3,Supermarket Type1,0.9975510909709513,Non-Consumable,26
DRE01,10.1,Low Fat,0.167016095,Soft Drinks,241.5512,OUT013,1987,High,Tier 3,Supermarket Type1,0.9981057045120241,Drinks,26
NCB07,19.2,Non-Edible,0.077664737,Household,195.511,OUT045,2002,Small,Tier 2,Supermarket Type1,1.000238150600598,Non-Consumable,11
FDU50,5.75,Regular,0.075155997,Dairy,114.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0437846412120664,Food,9
FDG40,13.65,Low Fat,0.039816816,Frozen Foods,34.1558,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8877336479072044,Food,9
FDW10,21.2,Low Fat,0.070964186,Snack Foods,175.637,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.9324307756634757,Food,4
FDX51,9.5,Regular,0.022040367,Meat,194.1452,OUT013,1987,High,Tier 3,Supermarket Type1,0.9981558652851678,Food,26
NCP17,19.35,Non-Edible,0.027770577,Health and Hygiene,63.1168,OUT045,2002,Small,Tier 2,Supermarket Type1,0.7454343979857423,Non-Consumable,11
FDP21,7.42,Regular,0.025735975,Snack Foods,187.7872,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8985238477559209,Food,9
FDL04,19.0,Low Fat,0.112150406,Frozen Foods,105.2622,OUT045,2002,Small,Tier 2,Supermarket Type1,0.800134701814848,Food,11
FDV23,11.0,Low Fat,0.10574869099999999,Breads,123.1046,OUT013,1987,High,Tier 3,Supermarket Type1,1.0797159956197837,Food,26
FDF24,15.5,Regular,0.025370467999999997,Baking Goods,81.1934,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9996015457644566,Food,16
FDH56,9.8,Regular,0.063508168,Fruits and Vegetables,113.8492,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9948875518530843,Food,28
FDB51,6.92,Low Fat,0.038513862,Dairy,61.5852,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0032039004907458,Food,14
FDI58,7.64,Regular,0.070362085,Snack Foods,95.11200000000001,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9950090342368383,Food,28
FDR20,20.0,Regular,0.028100349,Fruits and Vegetables,46.9744,OUT013,1987,High,Tier 3,Supermarket Type1,1.0010614087853673,Food,26
FDC51,10.895,Regular,0.009661056999999999,Dairy,122.973,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.3823443110433904,Food,4
FDB16,8.21,Low Fat,0.044708227999999996,Dairy,86.2198,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9935388304631123,Food,28
FDE40,15.6,Regular,0.099297902,Dairy,60.5194,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0014211757603657,Food,14
NCM17,7.93,Non-Edible,0.071122419,Health and Hygiene,43.7086,OUT035,2004,Small,Tier 2,Supermarket Type1,0.855052883498643,Non-Consumable,9
FDU56,16.85,Low Fat,0.06568385968808309,Fruits and Vegetables,185.3266,OUT035,2004,Small,Tier 2,Supermarket Type1,1.346359495964136,Food,9
FDS32,17.75,Regular,0.051920175,Fruits and Vegetables,140.9838,OUT019,1985,Small,Tier 1,Grocery Store,1.3991623935736048,Food,28
FDX02,16.0,Low Fat,0.057148803,Dairy,224.3404,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.0004550765451476,Food,14
FDT39,6.260000000000001,Regular,0.009820129,Meat,152.7366,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8654642101319501,Food,28
FDE35,7.06,Regular,0.044148717000000004,Starchy Foods,56.9904,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8041982871533886,Food,6
NCI42,18.75,Non-Edible,0.018148732,Household,210.1954,OUT019,1985,Small,Tier 1,Grocery Store,1.3975084264480353,Non-Consumable,28
DRL23,18.35,Low Fat,0.015304311000000001,Hard Drinks,105.7938,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8686952293651075,Drinks,16
FDA10,20.35,Low Fat,0.14181601300000002,Snack Foods,122.2072,OUT046,1997,Small,Tier 1,Supermarket Type1,1.000416261616137,Food,16
FDA11,7.75,Low Fat,0.04320284,Baking Goods,95.6436,OUT013,1987,High,Tier 3,Supermarket Type1,0.7989947482062992,Food,26
NCM06,7.475,Non-Edible,0.075727897,Household,154.7656,OUT046,1997,Small,Tier 1,Supermarket Type1,1.000416261608257,Non-Consumable,16
NCT05,10.895,Non-Edible,0.020947887,Health and Hygiene,257.5672,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9992664429809293,Non-Consumable,9
NCQ02,12.6,Non-Edible,0.012480591000000001,Household,186.2556,OUT010,1998,Small,Tier 3,Grocery Store,0.6928659066522932,Non-Consumable,15
NCY06,15.25,Non-Edible,0.06127993,Household,129.6968,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8570683381066148,Non-Consumable,14
FDY56,16.35,Regular,0.062399603,Fruits and Vegetables,224.7062,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9988924629314292,Food,9
FDL02,20.0,Regular,0.104063695,Canned,104.5622,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9984676991423249,Food,9
NCI06,11.3,Non-Edible,0.047708667,Household,178.36599999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8809807476525795,Non-Consumable,9
FDQ14,9.27,Low Fat,0.061912597,Dairy,150.105,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0016254318877524,Food,11
FDQ12,12.65,Low Fat,0.035611045,Baking Goods,228.301,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8845994073382734,Food,6
FDP36,10.395,Regular,0.09117240300000001,Baking Goods,48.6008,OUT046,1997,Small,Tier 1,Supermarket Type1,1.125439086385119,Food,16
FDK21,7.905,Low Fat,0.009963834,Snack Foods,250.8408,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9947527018957824,Food,28
FDO40,17.1,Low Fat,0.032694281,Frozen Foods,147.8392,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0016918685770972,Food,11
NCK54,12.15,Non-Edible,0.06568385968808309,Household,117.515,OUT019,1985,Small,Tier 1,Grocery Store,1.5798880489081237,Non-Consumable,28
FDY09,15.6,Low Fat,0.025302803999999998,Snack Foods,176.8054,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.816675539999984,Food,4
NCW30,5.21,Non-Edible,0.011027014,Household,260.6962,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.001224024400647,Non-Consumable,14
NCC55,10.695,Non-Edible,0.06568385968808309,Household,36.2848,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9224002138504367,Non-Consumable,28
FDE58,18.5,Low Fat,0.052280828,Snack Foods,117.3124,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0025916141692754,Food,4
FDR39,20.35,Low Fat,0.083729547,Meat,184.4292,OUT013,1987,High,Tier 3,Supermarket Type1,0.9991203063844233,Food,26
FDU28,19.2,Regular,0.09406436800000001,Frozen Foods,187.0214,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.9315198110506779,Food,14
FDH08,7.51,Low Fat,0.017527666,Fruits and Vegetables,228.00099999999998,OUT017,2007,Small,Tier 2,Supermarket Type1,0.9024363981653267,Food,6
FDG35,21.2,Regular,0.007055259,Starchy Foods,175.4738,OUT045,2002,Small,Tier 2,Supermarket Type1,0.32507513574869,Food,11
FDG22,17.6,Regular,0.041445492,Snack Foods,35.219,OUT049,1999,Medium,Tier 1,Supermarket Type1,0.8697531851706451,Food,14
FDC34,16.0,Regular,0.17272642600000002,Snack Foods,156.7972,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9996027336543543,Food,9
FDP15,15.2,Low Fat,0.084284513,Meat,254.933,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.9398709569195454,Food,4
FDK34,13.35,Low Fat,0.06448577,Snack Foods,239.4564,OUT010,1998,Small,Tier 3,Grocery Store,1.3662332418703753,Food,15
FDU45,15.6,Regular,0.035499428,Snack Foods,115.7518,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8974249392114366,Food,9
FDQ04,6.3999999999999995,Low Fat,0.084343183,Frozen Foods,39.7796,OUT027,1985,Medium,Tier 3,Supermarket Type2,1.0276208828391478,Food,28
FDX22,6.785,Regular,0.023068402000000002,Snack Foods,209.7928,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.9019428400884086,Food,4
FDB45,20.85,Low Fat,0.021450443,Fruits and Vegetables,103.6306,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0054470354877507,Food,6
NCH43,8.42,Non-Edible,0.070227182,Household,217.1192,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8133678064196046,Non-Consumable,28
DRE60,9.395,Low Fat,0.15933446199999998,Soft Drinks,224.372,OUT046,1997,Small,Tier 1,Supermarket Type1,1.0002563881701199,Drinks,16
FDD17,7.5,Low Fat,0.032468955,Frozen Foods,236.1906,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.7961043344940382,Food,28
NCM54,17.7,Non-Edible,0.051227193,Household,127.2678,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8419066309149439,Non-Consumable,6
NCH55,16.35,Non-Edible,0.034643462,Household,127.402,OUT013,1987,High,Tier 3,Supermarket Type1,0.9995080665185005,Non-Consumable,26
NCT06,17.1,Non-Edible,0.038956669,Household,165.1842,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0050612618642714,Non-Consumable,6
FDA48,12.1,Low Fat,0.11431777800000001,Baking Goods,221.5114,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9942591593567622,Food,28
FDY58,11.65,Low Fat,0.039725274,Snack Foods,228.2694,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8272464971279639,Food,28
FDO25,6.3,Low Fat,0.127707501,Canned,211.327,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9997445203909913,Food,11
FDN50,16.85,Regular,0.026573608999999998,Canned,94.912,OUT045,2002,Small,Tier 2,Supermarket Type1,0.759579291290251,Food,11
FDH35,18.25,Low Fat,0.060237241,Starchy Foods,164.9526,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9985180069741874,Food,9
FDK09,15.2,Low Fat,0.091949401,Snack Foods,227.4352,OUT045,2002,Small,Tier 2,Supermarket Type1,1.000321440348672,Food,11
FDO16,5.48,Low Fat,0.015095622,Frozen Foods,82.325,OUT013,1987,High,Tier 3,Supermarket Type1,0.9992196379773536,Food,26
FDW11,12.6,Low Fat,0.048881014,Breads,63.7194,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8572339488870567,Food,11
FDU47,12.8,Regular,0.06568385968808309,Breads,140.3838,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.6301668254568329,Food,28
NCQ42,20.35,Non-Edible,0.065726925,Household,128.6678,OUT010,1998,Small,Tier 3,Grocery Store,1.43192988779445,Non-Consumable,15
FDK55,18.5,Low Fat,0.025636945,Meat,89.1172,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.9962492677984165,Food,28
FDN08,7.72,Regular,0.088502045,Fruits and Vegetables,116.2466,OUT049,1999,Medium,Tier 1,Supermarket Type1,1.001421173339943,Food,14
FDT57,15.2,Low Fat,0.019073386,Snack Foods,237.7248,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9999941629303014,Food,11
FDJ12,8.895,Regular,0.039200151,Baking Goods,207.5296,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8849836391989061,Food,4
DRL59,16.75,Low Fat,0.021344178,Hard Drinks,52.2298,OUT017,2007,Small,Tier 2,Supermarket Type1,1.0045602734902754,Drinks,6
NCN53,5.175,Non-Edible,0.030355463,Health and Hygiene,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9988071858707456,Non-Consumable,16
FDO51,6.785,Regular,0.07027007,Meat,43.9112,OUT010,1998,Small,Tier 3,Grocery Store,1.385706775983772,Food,15
FDK56,9.695,Low Fat,0.130733334,Fruits and Vegetables,188.3898,OUT017,2007,Small,Tier 2,Supermarket Type1,0.8929493688102496,Food,6
FDY12,9.8,Regular,0.140584452,Baking Goods,52.3008,OUT035,2004,Small,Tier 2,Supermarket Type1,1.0001731910305356,Food,9
FDU15,13.65,Regular,0.026597059,Meat,36.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8419614924160915,Food,9
FDQ19,7.35,Regular,0.014365128000000001,Fruits and Vegetables,242.8512,OUT046,1997,Small,Tier 1,Supermarket Type1,0.6260729507972551,Food,16
DRF15,18.35,Low Fat,0.033281349,Dairy,154.134,OUT045,2002,Small,Tier 2,Supermarket Type1,0.9002943827072578,Drinks,11
DRE25,15.35,Low Fat,0.12830941099999998,Soft Drinks,92.11200000000001,OUT019,1985,Small,Tier 1,Grocery Store,1.4725140846960165,Drinks,28
FDK57,10.195,Low Fat,0.080619969,Snack Foods,119.14399999999999,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0258282213242051,Food,4
FDD33,12.85,Low Fat,0.181092301,Fruits and Vegetables,231.6642,OUT010,1998,Small,Tier 3,Grocery Store,1.5843544969990833,Food,15
FDR34,17.0,Regular,0.015887996,Snack Foods,228.6352,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8389091416896803,Food,28
FDU04,7.93,Low Fat,0.005559688,Frozen Foods,121.2414,OUT045,2002,Small,Tier 2,Supermarket Type1,1.0015248440962992,Food,11
FDE35,7.06,Regular,0.07686393,Starchy Foods,60.4904,OUT019,1985,Small,Tier 1,Grocery Store,1.4001276832094114,Food,28
NCD31,12.1,Non-Edible,0.015431545,Household,162.7526,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9995593116711934,Non-Consumable,9
FDJ56,8.985,Low Fat,0.183368339,Fruits and Vegetables,100.07,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9990485593062292,Food,9
NCU53,5.485,Non-Edible,0.042751812,Health and Hygiene,164.5842,OUT046,1997,Small,Tier 1,Supermarket Type1,0.9012769736753806,Non-Consumable,16
FDD39,16.7,Low Fat,0.070141633,Dairy,214.985,OUT035,2004,Small,Tier 2,Supermarket Type1,0.999128681501915,Food,9
NCU17,5.32,Non-Edible,0.162626685,Health and Hygiene,103.6674,OUT019,1985,Small,Tier 1,Grocery Store,1.272957526663321,Non-Consumable,28
FDJ20,20.7,Regular,0.100174939,Fruits and Vegetables,123.2388,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8693390877821838,Food,16
NCW41,18.0,Non-Edible,0.015513313999999999,Health and Hygiene,156.9604,OUT018,2009,Medium,Tier 3,Supermarket Type2,0.8191979760187326,Non-Consumable,4
FDL52,6.635,Regular,0.046081489,Frozen Foods,38.0506,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9986811823965561,Food,9
FDS39,6.895,Low Fat,0.022456327,Meat,141.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,0.8978640773955882,Food,9
DRJ47,18.25,Low Fat,0.044340045,Hard Drinks,173.908,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8087702354615233,Drinks,11
FDP13,8.1,Regular,0.224830093,Canned,40.248000000000005,OUT010,1998,Small,Tier 3,Grocery Store,1.4730764385095214,Food,15
DRK39,7.02,Low Fat,0.083464455,Dairy,82.425,OUT010,1998,Small,Tier 3,Grocery Store,1.339807779862248,Drinks,15
FDF28,15.7,Regular,0.06337778,Frozen Foods,126.2046,OUT010,1998,Small,Tier 3,Grocery Store,1.3896508823868627,Food,15
FDB09,16.25,Low Fat,0.057512493,Fruits and Vegetables,125.5046,OUT045,2002,Small,Tier 2,Supermarket Type1,0.8582408673041158,Food,11
FDM51,11.8,Regular,0.025926222999999998,Meat,99.9674,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8420871990749073,Food,16
DRM49,6.11,Regular,0.15257300099999999,Soft Drinks,45.1086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.0043310124858922,Drinks,4
DRF23,4.61,Low Fat,0.122550245,Hard Drinks,176.1396,OUT013,1987,High,Tier 3,Supermarket Type1,1.0,Drinks,26
DRH01,17.5,Low Fat,0.09788551599999999,Soft Drinks,172.6738,OUT035,2004,Small,Tier 2,Supermarket Type1,0.9986606937512403,Drinks,9
FDH12,9.6,Low Fat,0.08454227,Baking Goods,107.12799999999999,OUT027,1985,Medium,Tier 3,Supermarket Type2,0.8949251284957762,Food,28
FDA28,16.1,Regular,0.083694927,Frozen Foods,124.8362,OUT019,1985,Small,Tier 1,Grocery Store,1.3655904383734345,Food,28
FDW37,19.2,Low Fat,0.12455571900000001,Canned,90.3488,OUT018,2009,Medium,Tier 3,Supermarket Type2,1.107043547743064,Food,4
FDF02,16.2,Low Fat,0.103473165,Canned,103.79899999999999,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8817111506401555,Food,16
DRL37,15.5,Low Fat,0.053372178,Soft Drinks,43.376999999999995,OUT046,1997,Small,Tier 1,Supermarket Type1,0.7480004994595086,Drinks,16
NCF43,8.51,Non-Edible,0.051945908,Household,141.547,OUT046,1997,Small,Tier 1,Supermarket Type1,0.8093340417983342,Non-Consumable,16
FDH08,7.51,Low Fat,0.029172707000000003,Fruits and Vegetables,228.201,OUT010,1998,Small,Tier 3,Grocery Store,1.5019976207791965,Food,15
